nama_kabupaten,tahun,luas_panen_ha,produksi_ton,yield_ton_ha,tanaman,tanaman_encoded,yield_relative,status_aktual,yield_lag1,yield_trend,musim,tahun_panen,musim_encoded,temp_veg_mean,temp_rep_mean,temp_mat_mean,rain_veg_total,rain_rep_total,rain_mat_total,rain_total_musim,humidity_mean_musim,radiation_veg,radiation_rep,drought_index_mean,n_bulan_data,water_balance,ph_h2o,nitrogen_cn_kg,clay_pct,sand_pct,silt_pct,soc_dg_kg,cec_mmol_kg,bulk_density,fertility_index,whc_proxy,ph_status_encoded,texture_encoded,kesesuaian_encoded
Kab. Ciamis,2019,15500,92500,5.97,Jagung,1,1.0122075279755849,NORMAL,5.9,0.0699999999999994,MG,2019,0,27.088,24.141,23.365,405.2,42.7,24.2,472.1,83.288,988.3,965.29,1.107,5.0,361.4,5.9,150,37.0,28.0,35.0,19.5,208,1.2,7.43,21.8,2,3,1
Kab. Ciamis,2020,15200,91100,5.99,Jagung,1,1.015598507968803,NORMAL,5.97,0.020000000000000462,MR,2020,1,25.864,26.835,26.631,149.0,813.3,618.2,1580.5,82.938,1218.54,1026.47,3.664,5.0,1214.1,5.9,150,37.0,28.0,35.0,19.5,208,1.2,7.43,21.8,2,3,1
Kab. Ciamis,2020,15200,91100,5.99,Jagung,1,1.015598507968803,NORMAL,5.97,0.020000000000000462,MG,2020,0,27.214,25.441,24.881,792.6,169.5,68.5,1030.6,85.756,915.36,905.17,2.659,5.0,764.7,5.9,150,37.0,28.0,35.0,19.5,208,1.2,7.43,21.8,2,3,1
Kab. Ciamis,2021,14800,89300,6.03,Jagung,1,1.022380467955239,NORMAL,5.99,0.040000000000000036,MR,2021,1,26.014,26.181,26.264,624.1,1214.4,305.7,2144.2,85.263,962.18,815.96,5.2,5.0,1624.2,5.9,150,37.0,28.0,35.0,19.5,208,1.2,7.43,21.8,2,3,1
Kab. Ciamis,2021,14800,89300,6.03,Jagung,1,1.022380467955239,NORMAL,5.99,0.040000000000000036,MG,2021,0,26.797,26.017,24.913,372.3,208.9,126.2,707.4,83.684,1048.7,948.95,1.743,5.0,533.1,5.9,150,37.0,28.0,35.0,19.5,208,1.2,7.43,21.8,2,3,1
Kab. Ciamis,2022,16800,102300,6.09,Jagung,1,1.032553407934893,NORMAL,6.03,0.05999999999999961,MR,2022,1,25.944,26.516,26.329,952.9,833.6,426.4,2212.9,84.429,931.8,992.12,6.192,5.0,1593.7,5.9,150,37.0,28.0,35.0,19.5,208,1.2,7.43,21.8,2,3,1
Kab. Ciamis,2022,16800,102300,6.09,Jagung,1,1.032553407934893,NORMAL,6.03,0.05999999999999961,MG,2022,0,26.732,25.792,25.281,575.5,309.2,161.2,1045.9,84.584,988.33,892.39,2.412,5.0,804.7,5.9,150,37.0,28.0,35.0,19.5,208,1.2,7.43,21.8,2,3,1
Kab. Ciamis,2023,14200,86800,6.11,Jagung,1,1.0359443879281112,NORMAL,6.09,0.020000000000000462,MR,2023,1,25.951,26.226,26.207,1191.0,943.2,514.5,2648.7,84.695,844.84,962.91,6.819,5.0,1966.8,5.9,150,37.0,28.0,35.0,19.5,208,1.2,7.43,21.8,2,3,1
Kab. Ciamis,2023,14200,86800,6.11,Jagung,1,1.0359443879281112,NORMAL,6.09,0.020000000000000462,MG,2023,0,26.857,24.992,23.552,404.1,237.3,26.6,668.0,85.313,1010.46,856.77,1.74,5.0,494.0,5.9,150,37.0,28.0,35.0,19.5,208,1.2,7.43,21.8,2,3,1
Kab. Ciamis,2014,74000,397200,5.37,Padi,0,0.9962894248608537,NORMAL,,,MR,2014,1,,,,,,,,,,,,,,5.9,150,37.0,28.0,35.0,19.5,208,1.2,7.43,21.8,2,3,1
Kab. Ciamis,2014,74000,397200,5.37,Padi,0,0.9962894248608537,NORMAL,,,MG,2014,0,27.041,25.789,24.435,553.6,348.1,71.4,973.1,84.209,1044.55,872.39,2.235,5.0,749.6,5.9,150,37.0,28.0,35.0,19.5,208,1.2,7.43,21.8,2,3,1
Kab. Ciamis,2015,73000,391800,5.37,Padi,0,0.9962894248608537,NORMAL,5.37,0.0,MR,2015,1,25.675,26.373,26.121,444.2,1011.5,500.8,1956.5,84.032,1111.85,912.82,4.773,5.0,1479.2,5.9,150,37.0,28.0,35.0,19.5,208,1.2,7.43,21.8,2,3,1
Kab. Ciamis,2015,73000,391800,5.37,Padi,0,0.9962894248608537,NORMAL,5.37,0.0,MG,2015,0,26.662,25.107,24.31,605.0,103.1,30.0,738.1,82.348,1004.8,1000.45,1.684,5.0,569.7,5.9,150,37.0,28.0,35.0,19.5,208,1.2,7.43,21.8,2,3,1
Kab. Ciamis,2016,73500,394500,5.37,Padi,0,0.9962894248608537,NORMAL,5.37,0.0,MR,2016,1,26.389,27.242,26.862,275.9,767.6,585.8,1629.3,81.693,1281.24,1028.32,3.669,5.0,1262.4,5.9,150,37.0,28.0,35.0,19.5,208,1.2,7.43,21.8,2,3,1
Kab. Ciamis,2016,73500,394500,5.37,Padi,0,0.9962894248608537,NORMAL,5.37,0.0,MG,2016,0,27.713,26.78,25.897,589.0,321.8,193.3,1104.1,82.727,979.8,961.98,2.413,5.0,862.8,5.9,150,37.0,28.0,35.0,19.5,208,1.2,7.43,21.8,2,3,1
Kab. Ciamis,2017,74500,400000,5.37,Padi,0,0.9962894248608537,NORMAL,5.37,0.0,MR,2017,1,26.525,26.81,26.461,1157.1,1031.8,462.4,2651.3,83.777,888.7,928.35,6.59,5.0,1992.3,5.9,150,37.0,28.0,35.0,19.5,208,1.2,7.43,21.8,2,3,1
Kab. Ciamis,2017,74500,400000,5.37,Padi,0,0.9962894248608537,NORMAL,5.37,0.0,MG,2017,0,26.714,25.812,23.997,536.5,271.7,52.0,860.2,84.623,952.48,873.54,2.519,5.0,608.3,5.9,150,37.0,28.0,35.0,19.5,208,1.2,7.43,21.8,2,3,1
Kab. Ciamis,2018,73500,394500,5.37,Padi,0,0.9962894248608537,NORMAL,5.37,0.0,MR,2018,1,26.084,26.61,26.186,625.3,885.0,522.0,2032.3,84.601,951.32,961.43,4.669,5.0,1565.4,5.9,150,37.0,28.0,35.0,19.5,208,1.2,7.43,21.8,2,3,1
Kab. Ciamis,2018,73500,394500,5.37,Padi,0,0.9962894248608537,NORMAL,5.37,0.0,MG,2018,0,26.917,24.656,23.539,315.2,105.5,28.6,449.3,83.239,1090.85,951.11,1.058,5.0,343.5,5.9,150,37.0,28.0,35.0,19.5,208,1.2,7.43,21.8,2,3,1
Kab. Ciamis,2019,72000,389200,5.41,Padi,0,1.0037105751391469,NORMAL,5.37,0.040000000000000036,MR,2019,1,26.049,26.76,26.882,377.3,731.3,348.2,1456.8,83.863,1065.09,986.66,3.207,5.0,1136.1,5.9,150,37.0,28.0,35.0,19.5,208,1.2,7.43,21.8,2,3,1
Kab. Ciamis,2019,72000,389200,5.41,Padi,0,1.0037105751391469,NORMAL,5.37,0.040000000000000036,MG,2019,0,27.088,24.141,23.365,405.2,42.7,24.2,472.1,83.288,988.3,965.29,1.107,5.0,361.4,5.9,150,37.0,28.0,35.0,19.5,208,1.2,7.43,21.8,2,3,1
Kab. Ciamis,2020,70500,381200,5.41,Padi,0,1.0037105751391469,NORMAL,5.41,0.0,MR,2020,1,25.864,26.835,26.631,149.0,813.3,618.2,1580.5,82.938,1218.54,1026.47,3.664,5.0,1214.1,5.9,150,37.0,28.0,35.0,19.5,208,1.2,7.43,21.8,2,3,1
Kab. Ciamis,2020,70500,381200,5.41,Padi,0,1.0037105751391469,NORMAL,5.41,0.0,MG,2020,0,27.214,25.441,24.881,792.6,169.5,68.5,1030.6,85.756,915.36,905.17,2.659,5.0,764.7,5.9,150,37.0,28.0,35.0,19.5,208,1.2,7.43,21.8,2,3,1
Kab. Ciamis,2021,69200,374500,5.41,Padi,0,1.0037105751391469,NORMAL,5.41,0.0,MR,2021,1,26.014,26.181,26.264,624.1,1214.4,305.7,2144.2,85.263,962.18,815.96,5.2,5.0,1624.2,5.9,150,37.0,28.0,35.0,19.5,208,1.2,7.43,21.8,2,3,1
Kab. Ciamis,2021,69200,374500,5.41,Padi,0,1.0037105751391469,NORMAL,5.41,0.0,MG,2021,0,26.797,26.017,24.913,372.3,208.9,126.2,707.4,83.684,1048.7,948.95,1.743,5.0,533.1,5.9,150,37.0,28.0,35.0,19.5,208,1.2,7.43,21.8,2,3,1
Kab. Ciamis,2022,74500,403200,5.41,Padi,0,1.0037105751391469,NORMAL,5.41,0.0,MR,2022,1,25.944,26.516,26.329,952.9,833.6,426.4,2212.9,84.429,931.8,992.12,6.192,5.0,1593.7,5.9,150,37.0,28.0,35.0,19.5,208,1.2,7.43,21.8,2,3,1
Kab. Ciamis,2022,74500,403200,5.41,Padi,0,1.0037105751391469,NORMAL,5.41,0.0,MG,2022,0,26.732,25.792,25.281,575.5,309.2,161.2,1045.9,84.584,988.33,892.39,2.412,5.0,804.7,5.9,150,37.0,28.0,35.0,19.5,208,1.2,7.43,21.8,2,3,1
Kab. Ciamis,2023,65000,351500,5.41,Padi,0,1.0037105751391469,NORMAL,5.41,0.0,MR,2023,1,25.951,26.226,26.207,1191.0,943.2,514.5,2648.7,84.695,844.84,962.91,6.819,5.0,1966.8,5.9,150,37.0,28.0,35.0,19.5,208,1.2,7.43,21.8,2,3,1
Kab. Ciamis,2023,65000,351500,5.41,Padi,0,1.0037105751391469,NORMAL,5.41,0.0,MG,2023,0,26.857,24.992,23.552,404.1,237.3,26.6,668.0,85.313,1010.46,856.77,1.74,5.0,494.0,5.9,150,37.0,28.0,35.0,19.5,208,1.2,7.43,21.8,2,3,1
Kab. Cianjur,2014,15000,90800,6.05,Jagung,1,0.9792813208157979,NORMAL,,,MR,2014,1,,,,,,,,,,,,,,5.6,155,40.0,25.0,35.0,20.1,210,1.18,7.1,23.0,2,1,2
Kab. Cianjur,2014,15000,90800,6.05,Jagung,1,0.9792813208157979,NORMAL,,,MG,2014,0,25.162,24.724,24.497,409.7,247.8,50.6,708.1,80.533,1071.9,984.46,1.54,5.0,554.1,5.6,155,40.0,25.0,35.0,20.1,210,1.18,7.1,23.0,2,1,2
Kab. Cianjur,2015,14500,86900,5.99,Jagung,1,0.9695694399482032,NORMAL,6.05,-0.05999999999999961,MR,2015,1,25.853,24.46,23.971,397.4,709.1,334.0,1440.5,78.652,1223.87,935.02,3.513,5.0,1089.2,5.6,155,40.0,25.0,35.0,20.1,210,1.18,7.1,23.0,2,1,2
Kab. Cianjur,2015,14500,86900,5.99,Jagung,1,0.9695694399482032,NORMAL,6.05,-0.05999999999999961,MG,2015,0,25.033,25.379,25.965,365.8,56.7,3.2,425.7,73.881,1058.99,1149.67,0.944,5.0,331.3,5.6,155,40.0,25.0,35.0,20.1,210,1.18,7.1,23.0,2,1,2
Kab. Cianjur,2016,15200,91800,6.04,Jagung,1,0.9776626740045321,NORMAL,5.99,0.04999999999999982,MR,2016,1,26.187,25.177,24.793,316.3,681.6,475.6,1473.5,77.9,1310.08,1003.92,3.457,5.0,1127.8,5.6,155,40.0,25.0,35.0,20.1,210,1.18,7.1,23.0,2,1,2
Kab. Cianjur,2016,15200,91800,6.04,Jagung,1,0.9776626740045321,NORMAL,5.99,0.04999999999999982,MG,2016,0,25.704,25.042,25.055,465.2,238.4,117.4,821.0,80.809,963.02,998.14,1.851,5.0,635.9,5.6,155,40.0,25.0,35.0,20.1,210,1.18,7.1,23.0,2,1,2
Kab. Cianjur,2017,16500,101200,6.13,Jagung,1,0.9922304953059241,NORMAL,6.04,0.08999999999999986,MR,2017,1,24.933,24.892,24.182,933.9,420.5,401.1,1755.5,82.038,972.42,976.16,4.559,5.0,1299.6,5.6,155,40.0,25.0,35.0,20.1,210,1.18,7.1,23.0,2,1,2
Kab. Cianjur,2017,16500,101200,6.13,Jagung,1,0.9922304953059241,NORMAL,6.04,0.08999999999999986,MG,2017,0,25.336,25.482,26.316,539.4,133.2,5.1,677.7,75.964,1035.65,1031.25,1.603,5.0,517.4,5.6,155,40.0,25.0,35.0,20.1,210,1.18,7.1,23.0,2,1,2
Kab. Cianjur,2018,17200,106500,6.19,Jagung,1,1.001942376173519,NORMAL,6.13,0.0600000000000005,MR,2018,1,25.106,24.616,24.182,573.4,453.0,274.8,1301.2,81.887,1104.11,982.02,2.985,5.0,1002.7,5.6,155,40.0,25.0,35.0,20.1,210,1.18,7.1,23.0,2,1,2
Kab. Cianjur,2018,17200,106500,6.19,Jagung,1,1.001942376173519,NORMAL,6.13,0.0600000000000005,MG,2018,0,25.417,25.827,25.916,245.4,64.2,6.0,315.6,72.8,1143.09,1131.5,0.654,5.0,250.2,5.6,155,40.0,25.0,35.0,20.1,210,1.18,7.1,23.0,2,1,2
Kab. Cianjur,2019,18000,112200,6.23,Jagung,1,1.008416963418582,NORMAL,6.19,0.040000000000000036,MR,2019,1,25.944,24.95,25.05,453.4,496.0,343.0,1292.4,78.573,1207.21,1041.24,2.689,5.0,1023.5,5.6,155,40.0,25.0,35.0,20.1,210,1.18,7.1,23.0,2,1,2
Kab. Cianjur,2019,18000,112200,6.23,Jagung,1,1.008416963418582,NORMAL,6.19,0.040000000000000036,MG,2019,0,25.645,25.446,25.465,479.5,29.3,16.1,524.9,73.957,1067.35,1177.74,1.217,5.0,403.2,5.6,155,40.0,25.0,35.0,20.1,210,1.18,7.1,23.0,2,1,2
Kab. Cianjur,2020,17500,109400,6.25,Jagung,1,1.0116542570411136,NORMAL,6.23,0.019999999999999574,MR,2020,1,26.189,24.771,24.379,209.8,886.1,359.3,1455.2,78.264,1361.0,1013.8,3.974,5.0,1057.8,5.6,155,40.0,25.0,35.0,20.1,210,1.18,7.1,23.0,2,1,2
Kab. Cianjur,2020,17500,109400,6.25,Jagung,1,1.0116542570411136,NORMAL,6.23,0.019999999999999574,MG,2020,0,25.406,25.002,25.274,474.5,90.6,51.1,616.2,79.239,960.08,1090.1,1.438,5.0,472.4,5.6,155,40.0,25.0,35.0,20.1,210,1.18,7.1,23.0,2,1,2
Kab. Cianjur,2021,17000,106500,6.27,Jagung,1,1.014891550663645,NORMAL,6.25,0.019999999999999574,MR,2021,1,24.797,24.115,23.939,573.2,699.9,215.0,1488.1,82.997,1095.66,827.43,3.75,5.0,1113.1,5.6,155,40.0,25.0,35.0,20.1,210,1.18,7.1,23.0,2,1,2
Kab. Cianjur,2021,17000,106500,6.27,Jagung,1,1.014891550663645,NORMAL,6.25,0.019999999999999574,MG,2021,0,25.158,24.708,25.129,437.9,154.1,77.3,669.3,78.629,1089.47,1064.42,1.584,5.0,510.9,5.6,155,40.0,25.0,35.0,20.1,210,1.18,7.1,23.0,2,1,2
Kab. Cianjur,2022,19200,121100,6.31,Jagung,1,1.0213661379087082,NORMAL,6.27,0.040000000000000036,MR,2022,1,25.234,24.671,24.243,537.4,391.6,215.2,1144.2,80.745,1060.91,1037.31,2.871,5.0,857.1,5.6,155,40.0,25.0,35.0,20.1,210,1.18,7.1,23.0,2,1,2
Kab. Cianjur,2022,19200,121100,6.31,Jagung,1,1.0213661379087082,NORMAL,6.27,0.040000000000000036,MG,2022,0,24.942,24.498,25.287,383.1,224.6,66.2,673.9,80.301,1021.36,1010.18,1.482,5.0,525.7,5.6,155,40.0,25.0,35.0,20.1,210,1.18,7.1,23.0,2,1,2
Kab. Cianjur,2023,16500,104200,6.32,Jagung,1,1.022984784719974,NORMAL,6.31,0.010000000000000675,MR,2023,1,24.689,24.379,23.825,661.0,503.0,279.9,1443.9,82.116,985.89,1002.02,3.684,5.0,1075.5,5.6,155,40.0,25.0,35.0,20.1,210,1.18,7.1,23.0,2,1,2
Kab. Cianjur,2023,16500,104200,6.32,Jagung,1,1.022984784719974,NORMAL,6.31,0.010000000000000675,MG,2023,0,25.58,25.023,25.242,298.2,130.1,9.7,438.0,77.47,1101.26,1064.29,0.895,5.0,348.5,5.6,155,40.0,25.0,35.0,20.1,210,1.18,7.1,23.0,2,1,2
Kab. Cianjur,2014,145000,762700,5.26,Padi,0,0.9935776350585569,NORMAL,,,MR,2014,1,,,,,,,,,,,,,,5.6,155,40.0,25.0,35.0,20.1,210,1.18,7.1,23.0,2,1,2
Kab. Cianjur,2014,145000,762700,5.26,Padi,0,0.9935776350585569,NORMAL,,,MG,2014,0,25.162,24.724,24.497,409.7,247.8,50.6,708.1,80.533,1071.9,984.46,1.54,5.0,554.1,5.6,155,40.0,25.0,35.0,20.1,210,1.18,7.1,23.0,2,1,2
Kab. Cianjur,2015,143200,753300,5.26,Padi,0,0.9935776350585569,NORMAL,5.26,0.0,MR,2015,1,25.853,24.46,23.971,397.4,709.1,334.0,1440.5,78.652,1223.87,935.02,3.513,5.0,1089.2,5.6,155,40.0,25.0,35.0,20.1,210,1.18,7.1,23.0,2,1,2
Kab. Cianjur,2015,143200,753300,5.26,Padi,0,0.9935776350585569,NORMAL,5.26,0.0,MG,2015,0,25.033,25.379,25.965,365.8,56.7,3.2,425.7,73.881,1058.99,1149.67,0.944,5.0,331.3,5.6,155,40.0,25.0,35.0,20.1,210,1.18,7.1,23.0,2,1,2
Kab. Cianjur,2016,144500,760100,5.26,Padi,0,0.9935776350585569,NORMAL,5.26,0.0,MR,2016,1,26.187,25.177,24.793,316.3,681.6,475.6,1473.5,77.9,1310.08,1003.92,3.457,5.0,1127.8,5.6,155,40.0,25.0,35.0,20.1,210,1.18,7.1,23.0,2,1,2
Kab. Cianjur,2016,144500,760100,5.26,Padi,0,0.9935776350585569,NORMAL,5.26,0.0,MG,2016,0,25.704,25.042,25.055,465.2,238.4,117.4,821.0,80.809,963.02,998.14,1.851,5.0,635.9,5.6,155,40.0,25.0,35.0,20.1,210,1.18,7.1,23.0,2,1,2
Kab. Cianjur,2017,145800,766900,5.26,Padi,0,0.9935776350585569,NORMAL,5.26,0.0,MR,2017,1,24.933,24.892,24.182,933.9,420.5,401.1,1755.5,82.038,972.42,976.16,4.559,5.0,1299.6,5.6,155,40.0,25.0,35.0,20.1,210,1.18,7.1,23.0,2,1,2
Kab. Cianjur,2017,145800,766900,5.26,Padi,0,0.9935776350585569,NORMAL,5.26,0.0,MG,2017,0,25.336,25.482,26.316,539.4,133.2,5.1,677.7,75.964,1035.65,1031.25,1.603,5.0,517.4,5.6,155,40.0,25.0,35.0,20.1,210,1.18,7.1,23.0,2,1,2
Kab. Cianjur,2018,144200,759000,5.26,Padi,0,0.9935776350585569,NORMAL,5.26,0.0,MR,2018,1,25.106,24.616,24.182,573.4,453.0,274.8,1301.2,81.887,1104.11,982.02,2.985,5.0,1002.7,5.6,155,40.0,25.0,35.0,20.1,210,1.18,7.1,23.0,2,1,2
Kab. Cianjur,2018,144200,759000,5.26,Padi,0,0.9935776350585569,NORMAL,5.26,0.0,MG,2018,0,25.417,25.827,25.916,245.4,64.2,6.0,315.6,72.8,1143.09,1131.5,0.654,5.0,250.2,5.6,155,40.0,25.0,35.0,20.1,210,1.18,7.1,23.0,2,1,2
Kab. Cianjur,2019,142000,754600,5.31,Padi,0,1.0030222893842085,NORMAL,5.26,0.04999999999999982,MR,2019,1,25.944,24.95,25.05,453.4,496.0,343.0,1292.4,78.573,1207.21,1041.24,2.689,5.0,1023.5,5.6,155,40.0,25.0,35.0,20.1,210,1.18,7.1,23.0,2,1,2
Kab. Cianjur,2019,142000,754600,5.31,Padi,0,1.0030222893842085,NORMAL,5.26,0.04999999999999982,MG,2019,0,25.645,25.446,25.465,479.5,29.3,16.1,524.9,73.957,1067.35,1177.74,1.217,5.0,403.2,5.6,155,40.0,25.0,35.0,20.1,210,1.18,7.1,23.0,2,1,2
Kab. Cianjur,2020,139500,742800,5.33,Padi,0,1.0068001511144693,NORMAL,5.31,0.020000000000000462,MR,2020,1,26.189,24.771,24.379,209.8,886.1,359.3,1455.2,78.264,1361.0,1013.8,3.974,5.0,1057.8,5.6,155,40.0,25.0,35.0,20.1,210,1.18,7.1,23.0,2,1,2
Kab. Cianjur,2020,139500,742800,5.33,Padi,0,1.0068001511144693,NORMAL,5.31,0.020000000000000462,MG,2020,0,25.406,25.002,25.274,474.5,90.6,51.1,616.2,79.239,960.08,1090.1,1.438,5.0,472.4,5.6,155,40.0,25.0,35.0,20.1,210,1.18,7.1,23.0,2,1,2
Kab. Cianjur,2021,136800,729000,5.33,Padi,0,1.0068001511144693,NORMAL,5.33,0.0,MR,2021,1,24.797,24.115,23.939,573.2,699.9,215.0,1488.1,82.997,1095.66,827.43,3.75,5.0,1113.1,5.6,155,40.0,25.0,35.0,20.1,210,1.18,7.1,23.0,2,1,2
Kab. Cianjur,2021,136800,729000,5.33,Padi,0,1.0068001511144693,NORMAL,5.33,0.0,MG,2021,0,25.158,24.708,25.129,437.9,154.1,77.3,669.3,78.629,1089.47,1064.42,1.584,5.0,510.9,5.6,155,40.0,25.0,35.0,20.1,210,1.18,7.1,23.0,2,1,2
Kab. Cianjur,2022,145200,775000,5.34,Padi,0,1.0086890819795995,NORMAL,5.33,0.009999999999999787,MR,2022,1,25.234,24.671,24.243,537.4,391.6,215.2,1144.2,80.745,1060.91,1037.31,2.871,5.0,857.1,5.6,155,40.0,25.0,35.0,20.1,210,1.18,7.1,23.0,2,1,2
Kab. Cianjur,2022,145200,775000,5.34,Padi,0,1.0086890819795995,NORMAL,5.33,0.009999999999999787,MG,2022,0,24.942,24.498,25.287,383.1,224.6,66.2,673.9,80.301,1021.36,1010.18,1.482,5.0,525.7,5.6,155,40.0,25.0,35.0,20.1,210,1.18,7.1,23.0,2,1,2
Kab. Cianjur,2023,132000,703200,5.33,Padi,0,1.0068001511144693,NORMAL,5.34,-0.009999999999999787,MR,2023,1,24.689,24.379,23.825,661.0,503.0,279.9,1443.9,82.116,985.89,1002.02,3.684,5.0,1075.5,5.6,155,40.0,25.0,35.0,20.1,210,1.18,7.1,23.0,2,1,2
Kab. Cianjur,2023,132000,703200,5.33,Padi,0,1.0068001511144693,NORMAL,5.34,-0.009999999999999787,MG,2023,0,25.58,25.023,25.242,298.2,130.1,9.7,438.0,77.47,1101.26,1064.29,0.895,5.0,348.5,5.6,155,40.0,25.0,35.0,20.1,210,1.18,7.1,23.0,2,1,2
Kab. Cirebon,2014,20000,116000,5.8,Jagung,1,0.9738079247817327,NORMAL,,,MR,2014,1,,,,,,,,,,,,,,6.9,95,44.0,22.0,34.0,11.8,158,1.3,5.82,24.4,2,1,1
Kab. Cirebon,2014,20000,116000,5.8,Jagung,1,0.9738079247817327,NORMAL,,,MG,2014,0,27.968,27.522,27.342,326.3,140.2,3.7,470.2,76.617,1142.36,1043.41,0.93,5.0,377.2,6.9,95,44.0,22.0,34.0,11.8,158,1.3,5.82,24.4,2,1,1
Kab. Cirebon,2015,19200,110500,5.76,Jagung,1,0.9670920080591001,NORMAL,5.8,-0.040000000000000036,MR,2015,1,28.26,27.115,26.721,144.0,783.1,376.3,1303.4,78.139,1332.98,985.09,3.383,5.0,965.1,6.9,95,44.0,22.0,34.0,11.8,158,1.3,5.82,24.4,2,1,1
Kab. Cirebon,2015,19200,110500,5.76,Jagung,1,0.9670920080591001,NORMAL,5.8,-0.040000000000000036,MG,2015,0,27.645,27.452,27.126,414.3,24.6,2.4,441.3,74.02,1089.22,1168.82,0.975,5.0,343.8,6.9,95,44.0,22.0,34.0,11.8,158,1.3,5.82,24.4,2,1,1
Kab. Cirebon,2016,19800,114800,5.8,Jagung,1,0.9738079247817327,NORMAL,5.76,0.040000000000000036,MR,2016,1,28.463,27.816,27.372,173.6,542.5,453.4,1169.5,78.085,1420.14,1093.11,2.636,5.0,905.9,6.9,95,44.0,22.0,34.0,11.8,158,1.3,5.82,24.4,2,1,1
Kab. Cirebon,2016,19800,114800,5.8,Jagung,1,0.9738079247817327,NORMAL,5.76,0.040000000000000036,MG,2016,0,28.396,28.182,28.2,325.3,150.0,47.6,522.9,77.628,1045.69,1046.8,1.049,5.0,418.0,6.9,95,44.0,22.0,34.0,11.8,158,1.3,5.82,24.4,2,1,1
Kab. Cirebon,2017,21500,126400,5.88,Jagung,1,0.987239758226998,NORMAL,5.8,0.08000000000000007,MR,2017,1,27.668,27.5,26.975,642.5,697.5,370.0,1710.0,81.549,1039.73,1012.98,4.209,5.0,1289.1,6.9,95,44.0,22.0,34.0,11.8,158,1.3,5.82,24.4,2,1,1
Kab. Cirebon,2017,21500,126400,5.88,Jagung,1,0.987239758226998,NORMAL,5.8,0.08000000000000007,MG,2017,0,27.997,27.763,27.429,352.4,102.4,0.3,455.1,74.209,1098.72,1055.28,1.11,5.0,344.1,6.9,95,44.0,22.0,34.0,11.8,158,1.3,5.82,24.4,2,1,1
Kab. Cirebon,2018,22800,135500,5.94,Jagung,1,0.9973136333109471,NORMAL,5.88,0.0600000000000005,MR,2018,1,28.199,27.406,26.707,420.6,524.7,376.9,1322.2,79.13,1160.86,1051.45,2.794,5.0,1042.8,6.9,95,44.0,22.0,34.0,11.8,158,1.3,5.82,24.4,2,1,1
Kab. Cirebon,2018,22800,135500,5.94,Jagung,1,0.9973136333109471,NORMAL,5.88,0.0600000000000005,MG,2018,0,28.218,27.526,26.819,209.4,17.6,0.7,227.7,71.705,1187.8,1160.72,0.455,5.0,182.2,6.9,95,44.0,22.0,34.0,11.8,158,1.3,5.82,24.4,2,1,1
Kab. Cirebon,2019,24000,144100,6.0,Jagung,1,1.007387508394896,NORMAL,5.94,0.05999999999999961,MR,2019,1,28.452,27.619,27.304,168.2,553.7,330.6,1052.5,77.84,1302.26,1085.67,2.071,5.0,845.4,6.9,95,44.0,22.0,34.0,11.8,158,1.3,5.82,24.4,2,1,1
Kab. Cirebon,2019,24000,144100,6.0,Jagung,1,1.007387508394896,NORMAL,5.94,0.05999999999999961,MG,2019,0,28.23,27.179,26.519,338.3,2.3,2.4,343.0,72.153,1096.52,1192.45,0.731,5.0,269.9,6.9,95,44.0,22.0,34.0,11.8,158,1.3,5.82,24.4,2,1,1
Kab. Cirebon,2020,23500,141900,6.04,Jagung,1,1.0141034251175287,NORMAL,6.0,0.040000000000000036,MR,2020,1,28.673,27.745,27.276,54.0,710.4,453.4,1217.8,76.475,1414.66,1105.97,2.939,5.0,923.9,6.9,95,44.0,22.0,34.0,11.8,158,1.3,5.82,24.4,2,1,1
Kab. Cirebon,2020,23500,141900,6.04,Jagung,1,1.0141034251175287,NORMAL,6.0,0.040000000000000036,MG,2020,0,28.141,27.712,27.623,484.4,32.2,15.5,532.1,76.643,1024.91,1123.42,1.162,5.0,415.9,6.9,95,44.0,22.0,34.0,11.8,158,1.3,5.82,24.4,2,1,1
Kab. Cirebon,2021,23000,139600,6.07,Jagung,1,1.0191403626595033,NORMAL,6.04,0.03000000000000025,MR,2021,1,27.943,26.895,26.589,282.4,843.4,300.9,1426.7,81.08,1201.53,875.35,3.434,5.0,1083.3,6.9,95,44.0,22.0,34.0,11.8,158,1.3,5.82,24.4,2,1,1
Kab. Cirebon,2021,23000,139600,6.07,Jagung,1,1.0191403626595033,NORMAL,6.04,0.03000000000000025,MG,2021,0,27.993,27.764,27.89,171.7,96.3,12.1,280.1,75.695,1151.08,1065.99,0.617,5.0,218.4,6.9,95,44.0,22.0,34.0,11.8,158,1.3,5.82,24.4,2,1,1
Kab. Cirebon,2022,26000,159200,6.12,Jagung,1,1.027535258562794,NORMAL,6.07,0.04999999999999982,MR,2022,1,27.938,27.294,27.043,498.5,695.0,239.2,1432.7,79.794,1119.85,1045.92,3.435,5.0,1089.2,6.9,95,44.0,22.0,34.0,11.8,158,1.3,5.82,24.4,2,1,1
Kab. Cirebon,2022,26000,159200,6.12,Jagung,1,1.027535258562794,NORMAL,6.07,0.04999999999999982,MG,2022,0,27.895,27.491,27.774,330.8,167.5,52.6,550.9,77.307,1072.74,1036.04,1.22,5.0,428.9,6.9,95,44.0,22.0,34.0,11.8,158,1.3,5.82,24.4,2,1,1
